< 10,14342
10-20,14034
20-30,13966
30-40,10882
40-50,10512
50-60,9148
60-80,14996
80-100,12762
100-200,39308
200-400,45845
400-600,12712
600-800,808
800-1024,685
,
,
0-20,28376
20-40,24848
40-60,39308
60-80,45845
80-100,19660
100-200,14996
200-400,12762
400-600,12712
600-800,808
800-1024,685
